ticket_id,created_at,resolved_at,category,priority,channel,assigned_team,resolution_minutes,sla_minutes,sla_breached
TKT-102404,2025-09-15 16:24:00,2025-09-15 21:38:32,Email/Outlook,P2,Email,Service Desk,314.54,480,0
TKT-102405,2025-08-07 13:32:00,2025-08-08 12:51:02,Software Install,P4,Portal,Security,1399.04,2880,0
TKT-102406,2024-01-25 14:17:00,2024-01-25 20:35:44,Hardware,P3,Phone,Service Desk,378.74,1440,0
TKT-102407,2024-01-12 13:34:00,2024-01-12 18:31:54,Printer,P3,Chat,Apps,297.91,1440,0
TKT-102408,2025-08-15 14:44:00,2025-08-15 15:54:51,WiFi/Network,P2,Phone,Service Desk,70.86,480,0
TKT-102409,2025-12-14 16:05:00,2025-12-15 01:39:24,Email/Outlook,P3,Email,Network,574.41,1440,0
TKT-102410,2024-03-24 12:15:00,2024-03-25 02:33:41,Other,P3,Email,Service Desk,858.69,1440,0
TKT-102411,2025-12-27 11:18:00,2025-12-27 13:56:10,Password Reset,P3,Portal,Apps,158.18,1440,0
TKT-102412,2025-04-06 11:33:00,2025-04-06 22:23:53,Microsoft 365,P4,Chat,EU Support,650.89,2880,0
TKT-102413,2024-10-07 09:37:00,2024-10-07 11:59:43,Password Reset,P3,Portal,Service Desk,142.72,1440,0
TKT-102414,2025-11-23 13:56:00,2025-11-24 17:05:39,Other,P4,Portal,Service Desk,1629.67,2880,0
TKT-102415,2024-10-13 13:51:00,2024-10-13 19:15:23,WiFi/Network,P3,Portal,Security,324.4,1440,0
TKT-102416,2024-11-21 12:02:00,2024-11-21 16:01:52,Email/Outlook,P3,Phone,Security,239.87,1440,0
TKT-102417,2025-12-22 17:51:00,2025-12-23 16:25:25,Software Install,P4,Chat,EU Support,1354.43,2880,0
TKT-102418,2024-12-01 12:28:00,2024-12-01 15:02:39,Account Lockout,P3,Chat,Service Desk,154.65,1440,0
TKT-102419,2024-08-19 15:56:00,2024-08-19 21:25:53,Access Request,P3,Chat,Service Desk,329.9,1440,0
TKT-102420,2024-09-15 14:20:00,2024-09-16 13:55:18,VPN,P4,Email,Service Desk,1415.3,2880,0
TKT-102421,2025-04-06 12:35:00,2025-04-06 22:25:57,WiFi/Network,P3,Portal,Service Desk,590.96,1440,0
TKT-102422,2025-10-29 09:59:00,2025-10-29 23:53:25,VPN,P4,Portal,Service Desk,834.43,2880,0
TKT-102423,2024-04-01 16:32:00,2024-04-02 05:58:31,Other,P3,Portal,Service Desk,806.52,1440,0
TKT-102424,2025-08-01 15:40:00,2025-08-01 23:53:49,Password Reset,P4,Portal,EU Support,493.83,2880,0
TKT-102425,2024-02-05 15:51:00,2024-02-06 00:37:09,Email/Outlook,P3,Portal,Service Desk,526.16,1440,0
TKT-102426,2025-03-13 17:27:00,2025-03-13 20:00:41,Password Reset,P3,Portal,Service Desk,153.69,1440,0
TKT-102427,2025-05-31 13:05:00,2025-05-31 14:04:08,Email/Outlook,P3,Portal,Service Desk,59.15,1440,0
TKT-102428,2025-04-28 14:12:00,2025-04-29 00:32:18,Access Request,P3,Email,Apps,620.3,1440,0
TKT-102429,2025-01-24 17:38:00,2025-01-25 14:33:14,Software Install,P4,Phone,Service Desk,1255.25,2880,0
TKT-102430,2024-10-17 14:51:00,2024-10-17 22:09:17,Access Request,P4,Phone,EU Support,438.29,2880,0
TKT-102431,2025-09-25 17:18:00,2025-09-25 18:17:07,Password Reset,P2,Email,Service Desk,59.12,480,0
TKT-102432,2025-02-07 10:15:00,2025-02-07 23:23:58,Printer,P3,Email,Security,788.97,1440,0
TKT-102433,2024-05-26 10:35:00,2024-05-26 13:25:23,Password Reset,P3,Email,Service Desk,170.39,1440,0
TKT-102434,2024-12-12 17:05:00,2024-12-13 05:10:53,Hardware,P3,Email,EU Support,725.9,1440,0
TKT-102435,2025-08-12 14:32:00,2025-08-12 20:36:20,Software Install,P2,Phone,EU Support,364.34,480,0
TKT-102436,2025-05-07 12:59:00,2025-05-07 17:45:32,Email/Outlook,P2,Portal,EU Support,286.54,480,0
TKT-102437,2024-12-29 14:17:00,2024-12-29 22:19:13,Hardware,P3,Chat,Service Desk,482.22,1440,0
TKT-102438,2024-12-25 15:59:00,2024-12-25 16:31:03,Password Reset,P3,Email,Security,32.05,1440,0
TKT-102439,2025-05-17 13:56:00,2025-05-17 21:13:33,Microsoft 365,P3,Email,Service Desk,437.55,1440,0
TKT-102440,2025-04-21 08:10:00,2025-04-21 09:10:54,VPN,P1,Portal,Security,60.91,240,0
TKT-102441,2025-05-20 14:09:00,2025-05-21 04:17:00,VPN,P4,Portal,Service Desk,848.0,2880,0
TKT-102442,2024-08-25 10:49:00,2024-08-25 16:54:09,Access Request,P3,Phone,Service Desk,365.15,1440,0
TKT-102443,2025-06-30 12:11:00,2025-06-30 16:43:37,Hardware,P3,Portal,Service Desk,272.63,1440,0
TKT-102444,2025-11-05 12:07:00,2025-11-05 16:13:36,VPN,P1,Portal,Apps,246.6,240,1
TKT-102445,2025-02-19 13:41:00,2025-02-19 17:39:20,WiFi/Network,P2,Phone,Apps,238.34,480,0
TKT-102446,2024-11-30 13:32:00,2024-12-01 05:07:42,Software Install,P3,Phone,Service Desk,935.71,1440,0
TKT-102447,2024-10-29 11:53:00,2024-10-29 15:03:28,WiFi/Network,P3,Phone,Network,190.48,1440,0
TKT-102448,2024-09-13 12:52:00,2024-09-13 23:54:33,Software Install,P3,Phone,Service Desk,662.57,1440,0
TKT-102449,2024-06-26 15:51:00,2024-06-26 16:41:57,Password Reset,P3,Email,Service Desk,50.95,1440,0
TKT-102450,2024-02-19 08:46:00,2024-02-20 10:49:10,Software Install,P4,Email,Service Desk,1563.18,2880,0
TKT-102451,2024-06-10 09:07:00,2024-06-10 12:16:58,Other,P1,Email,EU Support,189.98,240,0
TKT-102452,2024-08-09 16:31:00,2024-08-09 17:14:31,Password Reset,P1,Portal,Service Desk,43.52,240,0
TKT-102453,2025-10-20 11:48:00,2025-10-20 13:24:31,Password Reset,P2,Email,Apps,96.52,480,0
TKT-102454,2025-09-16 11:51:00,2025-09-16 15:56:01,VPN,P2,Phone,Service Desk,245.03,480,0
TKT-102455,2025-09-21 10:40:00,2025-09-22 01:43:45,Other,P4,Portal,Service Desk,903.75,2880,0
TKT-102456,2025-09-06 12:15:00,2025-09-06 19:47:33,Printer,P3,Chat,EU Support,452.56,1440,0
TKT-102457,2024-02-19 08:49:00,2024-02-19 18:13:36,VPN,P3,Phone,Apps,564.61,1440,0
TKT-102458,2024-08-17 11:31:00,2024-08-17 18:55:55,Software Install,P2,Portal,Service Desk,444.92,480,0
TKT-102459,2025-04-15 16:28:00,2025-04-16 00:40:25,WiFi/Network,P3,Portal,Security,492.43,1440,0
TKT-102460,2025-06-16 08:50:00,2025-06-16 12:54:57,WiFi/Network,P3,Email,EU Support,244.97,1440,0
TKT-102461,2024-10-23 13:13:00,2024-10-23 18:40:29,Password Reset,P3,Email,Service Desk,327.5,1440,0
TKT-102462,2025-05-10 11:48:00,2025-05-10 17:08:23,VPN,P3,Phone,Service Desk,320.38,1440,0
TKT-102463,2025-10-28 14:28:00,2025-10-29 13:54:12,Software Install,P4,Portal,Service Desk,1406.2,2880,0
TKT-102464,2024-08-19 14:56:00,2024-08-19 19:01:07,Account Lockout,P4,Email,Network,245.12,2880,0
TKT-102465,2024-04-19 14:00:00,2024-04-20 01:03:12,Access Request,P4,Email,Apps,663.21,2880,0
TKT-102466,2024-07-30 16:20:00,2024-07-30 20:35:46,WiFi/Network,P3,Portal,Service Desk,255.77,1440,0
TKT-102467,2025-01-15 16:28:00,2025-01-15 18:08:47,Password Reset,P3,Email,Network,100.8,1440,0
TKT-102468,2024-06-11 10:55:00,2024-06-11 15:12:10,Email/Outlook,P3,Portal,Service Desk,257.18,1440,0
TKT-102469,2025-04-28 16:21:00,2025-04-28 21:05:36,Microsoft 365,P3,Email,Apps,284.61,1440,0
TKT-102470,2025-09-16 11:59:00,2025-09-16 18:31:15,Software Install,P3,Email,EU Support,392.26,1440,0
TKT-102471,2025-05-02 11:51:00,2025-05-03 00:13:28,Hardware,P4,Portal,Service Desk,742.48,2880,0
TKT-102472,2025-10-05 13:47:00,2025-10-05 14:53:52,Password Reset,P3,Chat,Service Desk,66.88,1440,0
TKT-102473,2025-06-24 09:50:00,2025-06-24 17:34:57,Hardware,P3,Phone,Apps,464.96,1440,0
TKT-102474,2024-10-01 10:48:00,2024-10-01 12:12:23,Password Reset,P2,Phone,Security,84.4,480,0
TKT-102475,2024-09-30 12:26:00,2024-10-01 05:29:58,WiFi/Network,P4,Chat,Apps,1023.98,2880,0
TKT-102476,2024-12-15 13:20:00,2024-12-15 16:40:30,Microsoft 365,P3,Chat,Service Desk,200.51,1440,0
TKT-102477,2024-10-07 10:19:00,2024-10-07 16:19:11,Account Lockout,P4,Email,Service Desk,360.2,2880,0
TKT-102478,2024-04-19 13:20:00,2024-04-19 17:42:54,Hardware,P2,Portal,Service Desk,262.9,480,0
TKT-102479,2025-11-15 12:55:00,2025-11-15 23:49:43,Microsoft 365,P3,Portal,Security,654.72,1440,0
TKT-102480,2025-12-02 10:30:00,2025-12-02 18:59:05,Email/Outlook,P3,Email,Security,509.09,1440,0
TKT-102481,2024-06-15 14:17:00,2024-06-15 20:15:15,Hardware,P2,Email,Service Desk,358.26,480,0
TKT-102482,2024-10-17 11:39:00,2024-10-17 14:34:41,Email/Outlook,P2,Phone,Apps,175.68,480,0
TKT-102483,2024-03-10 15:08:00,2024-03-10 18:23:06,Printer,P2,Portal,EU Support,195.11,480,0
TKT-102484,2024-08-06 08:00:00,2024-08-06 13:44:00,Software Install,P2,Portal,Apps,344.0,480,0
TKT-102485,2025-01-30 10:38:00,2025-01-30 18:10:22,Email/Outlook,P3,Email,Service Desk,452.38,1440,0
TKT-102486,2024-08-26 13:45:00,2024-08-27 01:53:05,Access Request,P3,Chat,EU Support,728.08,1440,0
TKT-102487,2024-04-16 08:34:00,2024-04-16 14:39:10,WiFi/Network,P4,Portal,Service Desk,365.18,2880,0
TKT-102488,2025-08-10 12:49:00,2025-08-10 17:38:49,Email/Outlook,P3,Portal,Service Desk,289.82,1440,0
TKT-102489,2025-09-24 10:06:00,2025-09-24 13:43:24,Password Reset,P3,Email,Service Desk,217.4,1440,0
TKT-102490,2024-09-05 09:20:00,2024-09-05 15:05:40,Password Reset,P4,Email,Service Desk,345.68,2880,0
TKT-102491,2025-09-22 11:28:00,2025-09-22 14:54:17,Access Request,P3,Email,Service Desk,206.29,1440,0
TKT-102492,2024-09-16 10:31:00,2024-09-17 03:00:04,Other,P4,Email,Network,989.08,2880,0
TKT-102493,2024-09-20 13:42:00,2024-09-20 19:34:19,Password Reset,P4,Chat,Service Desk,352.32,2880,0
TKT-102494,2025-12-03 09:25:00,2025-12-03 11:56:37,Hardware,P4,Chat,Service Desk,151.63,2880,0
TKT-102495,2024-02-02 12:30:00,2024-02-02 18:03:02,VPN,P2,Portal,Service Desk,333.04,480,0
TKT-102496,2024-10-16 09:07:00,2024-10-16 22:47:02,WiFi/Network,P4,Email,Service Desk,820.04,2880,0
TKT-102497,2024-11-18 14:15:00,2024-11-18 22:41:47,Email/Outlook,P3,Email,Network,506.8,1440,0
TKT-102498,2024-01-10 17:00:00,2024-01-10 20:42:39,Password Reset,P3,Portal,Security,222.67,1440,0
TKT-102499,2025-07-10 15:03:00,2025-07-10 23:31:01,Software Install,P4,Phone,Service Desk,508.02,2880,0
TKT-102500,2025-02-27 15:29:00,2025-02-28 04:48:29,Other,P4,Portal,Network,799.49,2880,0
TKT-102501,2024-02-21 10:05:00,2024-02-21 14:28:09,Password Reset,P4,Chat,EU Support,263.16,2880,0
TKT-102502,2024-08-01 15:33:00,2024-08-01 19:51:55,Hardware,P2,Portal,Security,258.93,480,0
TKT-102503,2024-05-03 15:32:00,2024-05-03 17:40:34,Access Request,P1,Phone,Service Desk,128.57,240,0
TKT-102504,2025-03-04 10:23:00,2025-03-04 21:55:53,Software Install,P3,Email,Apps,692.89,1440,0
TKT-102505,2024-07-22 13:37:00,2024-07-22 14:38:16,Other,P1,Phone,Network,61.27,240,0
TKT-102506,2024-02-14 14:15:00,2024-02-15 02:08:54,Printer,P3,Chat,EU Support,713.9,1440,0
TKT-102507,2024-10-27 14:43:00,2024-10-27 20:24:34,Microsoft 365,P3,Phone,Network,341.57,1440,0
TKT-102508,2024-01-06 13:12:00,2024-01-06 15:20:05,Microsoft 365,P3,Email,Service Desk,128.08,1440,0
TKT-102509,2025-10-10 14:56:00,2025-10-11 10:45:30,VPN,P4,Chat,Service Desk,1189.51,2880,0
TKT-102510,2025-09-03 14:46:00,2025-09-03 19:15:28,Access Request,P3,Phone,Service Desk,269.48,1440,0
TKT-102511,2025-05-19 09:02:00,2025-05-19 15:13:43,Hardware,P2,Portal,Apps,371.73,480,0
TKT-102512,2025-11-15 12:54:00,2025-11-15 17:11:53,Printer,P3,Chat,Service Desk,257.88,1440,0
TKT-102513,2025-04-11 10:30:00,2025-04-11 23:57:14,Microsoft 365,P4,Phone,Service Desk,807.24,2880,0
TKT-102514,2024-02-13 16:23:00,2024-02-13 18:56:26,Access Request,P1,Email,EU Support,153.43,240,0
TKT-102515,2024-03-08 09:24:00,2024-03-08 16:59:04,Access Request,P3,Portal,Service Desk,455.07,1440,0
TKT-102516,2024-10-20 14:57:00,2024-10-20 16:05:23,Password Reset,P2,Email,Service Desk,68.4,480,0
TKT-102517,2024-12-16 16:20:00,2024-12-17 01:29:28,WiFi/Network,P3,Email,Apps,549.48,1440,0
TKT-102518,2025-09-06 12:56:00,2025-09-06 18:30:18,Access Request,P3,Chat,Network,334.31,1440,0
TKT-102519,2024-03-11 10:33:00,2024-03-11 15:17:45,Email/Outlook,P3,Email,Service Desk,284.75,1440,0
TKT-102520,2024-06-29 12:27:00,2024-06-30 03:22:32,Microsoft 365,P3,Phone,Apps,895.53,1440,0
TKT-102521,2025-01-16 15:20:00,2025-01-16 20:36:34,Microsoft 365,P3,Email,Service Desk,316.58,1440,0
TKT-102522,2025-11-28 09:43:00,2025-11-28 11:32:42,Password Reset,P4,Phone,Network,109.7,2880,0
TKT-102523,2024-01-04 11:33:00,2024-01-04 16:53:38,Access Request,P3,Portal,Service Desk,320.64,1440,0
TKT-102524,2024-07-26 15:06:00,2024-07-26 23:05:32,Other,P3,Portal,Service Desk,479.54,1440,0
TKT-102525,2025-08-15 12:06:00,2025-08-15 12:47:39,Password Reset,P3,Phone,Service Desk,41.66,1440,0
TKT-102526,2024-02-14 15:45:00,2024-02-14 19:29:05,VPN,P4,Phone,Service Desk,224.1,2880,0
TKT-102527,2025-08-03 16:13:00,2025-08-03 19:01:52,Hardware,P3,Chat,Service Desk,168.88,1440,0
TKT-102528,2025-02-16 14:38:00,2025-02-16 16:31:10,Password Reset,P2,Phone,Service Desk,113.18,480,0
TKT-102529,2025-07-11 09:12:00,2025-07-11 11:14:35,Password Reset,P3,Email,Service Desk,122.59,1440,0
TKT-102530,2024-03-08 15:10:00,2024-03-08 17:57:55,Password Reset,P3,Chat,Security,167.92,1440,0
TKT-102531,2024-04-27 13:19:00,2024-04-27 19:25:34,Account Lockout,P4,Portal,Network,366.57,2880,0
TKT-102532,2024-05-21 08:41:00,2024-05-21 15:28:01,Email/Outlook,P4,Email,Service Desk,407.03,2880,0
TKT-102533,2025-03-13 10:15:00,2025-03-13 17:46:04,Microsoft 365,P3,Phone,Service Desk,451.07,1440,0
TKT-102534,2024-07-06 14:06:00,2024-07-06 20:38:36,VPN,P3,Portal,Apps,392.61,1440,0
TKT-102535,2025-10-04 15:02:00,2025-10-04 22:20:20,Other,P3,Portal,EU Support,438.34,1440,0
TKT-102536,2024-11-13 13:30:00,2024-11-13 17:32:07,WiFi/Network,P2,Email,Network,242.13,480,0
TKT-102537,2024-02-21 11:40:00,2024-02-21 16:15:19,Other,P2,Phone,Network,275.32,480,0
TKT-102538,2024-02-12 09:28:00,2024-02-12 16:03:37,Other,P2,Phone,Service Desk,395.63,480,0
TKT-102539,2024-03-17 11:40:00,2024-03-17 21:50:52,Email/Outlook,P3,Portal,Service Desk,610.88,1440,0
TKT-102540,2025-07-01 15:49:00,2025-07-02 05:30:37,Software Install,P4,Portal,EU Support,821.63,2880,0
TKT-102541,2024-12-22 11:43:00,2024-12-22 11:53:00,Password Reset,P3,Email,Service Desk,10.0,1440,0
TKT-102542,2024-09-20 08:43:00,2024-09-20 13:56:01,Access Request,P3,Email,Service Desk,313.03,1440,0
TKT-102543,2025-12-06 11:03:00,2025-12-06 17:08:16,Other,P3,Portal,Service Desk,365.27,1440,0
TKT-102544,2025-10-24 16:11:00,2025-10-24 22:19:08,Password Reset,P4,Email,EU Support,368.15,2880,0
TKT-102545,2024-10-11 15:52:00,2024-10-11 20:14:56,Email/Outlook,P2,Phone,Network,262.94,480,0
TKT-102546,2024-08-26 14:47:00,2024-08-27 01:03:25,Access Request,P4,Phone,EU Support,616.43,2880,0
TKT-102547,2024-10-12 14:54:00,2024-10-12 15:04:00,Password Reset,P3,Phone,Service Desk,10.0,1440,0
TKT-102548,2025-01-05 13:02:00,2025-01-05 15:38:22,Password Reset,P3,Chat,EU Support,156.38,1440,0
TKT-102549,2025-12-13 10:42:00,2025-12-13 11:07:40,Password Reset,P3,Phone,Network,25.68,1440,0
TKT-102550,2024-01-03 10:30:00,2024-01-03 18:33:11,Access Request,P3,Portal,Apps,483.2,1440,0
TKT-102551,2025-07-27 13:03:00,2025-07-27 19:29:09,Email/Outlook,P3,Portal,Service Desk,386.16,1440,0
TKT-102552,2025-06-20 09:47:00,2025-06-20 12:22:43,Password Reset,P3,Email,Service Desk,155.72,1440,0
TKT-102553,2024-04-19 11:33:00,2024-04-19 20:21:56,Email/Outlook,P3,Portal,Service Desk,528.94,1440,0
TKT-102554,2025-05-13 17:21:00,2025-05-14 21:23:33,Software Install,P4,Phone,Service Desk,1682.55,2880,0
TKT-102555,2024-01-19 14:46:00,2024-01-19 22:45:32,Microsoft 365,P3,Email,EU Support,479.55,1440,0
TKT-102556,2024-05-06 16:43:00,2024-05-07 16:36:35,WiFi/Network,P4,Portal,Service Desk,1433.59,2880,0
TKT-102557,2024-12-13 14:25:00,2024-12-13 17:57:54,Password Reset,P4,Chat,Service Desk,212.91,2880,0
TKT-102558,2024-10-13 13:32:00,2024-10-13 22:28:58,Hardware,P4,Email,Network,536.97,2880,0
TKT-102559,2025-11-23 16:39:00,2025-11-24 04:49:01,WiFi/Network,P3,Email,Service Desk,730.03,1440,0
TKT-102560,2025-09-03 14:17:00,2025-09-03 18:02:00,Printer,P1,Portal,Service Desk,225.01,240,0
TKT-102561,2025-07-19 16:08:00,2025-07-19 20:23:41,Other,P2,Phone,Security,255.69,480,0
TKT-102562,2025-08-19 13:02:00,2025-08-19 15:54:23,Access Request,P3,Portal,Service Desk,172.39,1440,0
TKT-102563,2024-10-26 13:50:00,2024-10-26 21:42:03,VPN,P3,Portal,Service Desk,472.07,1440,0
TKT-102564,2025-11-17 09:40:00,2025-11-17 12:34:25,Password Reset,P3,Email,Service Desk,174.43,1440,0
TKT-102565,2024-11-12 14:52:00,2024-11-13 10:25:18,Access Request,P4,Email,Service Desk,1173.31,2880,0
TKT-102566,2025-05-15 15:46:00,2025-05-16 03:39:09,Access Request,P4,Email,Service Desk,713.16,2880,0
TKT-102567,2024-08-06 16:47:00,2024-08-06 22:13:46,Microsoft 365,P2,Phone,Network,326.78,480,0
TKT-102568,2024-10-18 13:26:00,2024-10-18 15:28:00,Account Lockout,P3,Email,Service Desk,122.0,1440,0
TKT-102569,2024-05-25 14:17:00,2024-05-25 17:44:26,Account Lockout,P3,Portal,Service Desk,207.44,1440,0
TKT-102570,2025-12-15 12:46:00,2025-12-15 23:58:27,VPN,P3,Portal,Service Desk,672.46,1440,0
TKT-102571,2025-05-16 08:36:00,2025-05-17 00:21:13,WiFi/Network,P4,Email,EU Support,945.23,2880,0
TKT-102572,2024-05-05 13:40:00,2024-05-05 16:22:52,Password Reset,P3,Email,Service Desk,162.87,1440,0
TKT-102573,2025-01-19 12:51:00,2025-01-19 17:04:27,Password Reset,P3,Chat,EU Support,253.46,1440,0
TKT-102574,2025-06-21 12:41:00,2025-06-22 08:20:58,Software Install,P4,Chat,Apps,1179.97,2880,0
TKT-102575,2024-10-07 11:53:00,2024-10-07 13:12:54,Password Reset,P2,Email,EU Support,79.91,480,0
TKT-102576,2024-02-19 15:12:00,2024-02-19 15:22:00,Other,P3,Phone,Service Desk,10.0,1440,0
TKT-102577,2024-02-06 14:35:00,2024-02-06 23:04:06,VPN,P3,Chat,Service Desk,509.11,1440,0
TKT-102578,2025-08-30 16:40:00,2025-08-30 19:55:22,Account Lockout,P4,Chat,Service Desk,195.37,2880,0
TKT-102579,2025-06-12 10:39:00,2025-06-12 15:35:40,VPN,P3,Portal,Service Desk,296.67,1440,0
TKT-102580,2024-02-01 13:22:00,2024-02-01 19:13:54,Account Lockout,P4,Portal,EU Support,351.91,2880,0
TKT-102581,2024-09-17 15:56:00,2024-09-17 18:19:52,Other,P1,Portal,Service Desk,143.88,240,0
TKT-102582,2024-11-29 14:27:00,2024-11-29 22:47:59,VPN,P3,Email,Apps,500.99,1440,0
TKT-102583,2025-09-28 14:00:00,2025-09-28 22:43:12,Email/Outlook,P3,Phone,Service Desk,523.21,1440,0
TKT-102584,2024-02-11 11:38:00,2024-02-12 17:33:04,Microsoft 365,P4,Chat,Service Desk,1795.07,2880,0
TKT-102585,2024-02-27 15:07:00,2024-02-27 17:23:27,Account Lockout,P3,Email,EU Support,136.45,1440,0
TKT-102586,2024-01-09 08:46:00,2024-01-09 13:29:08,Email/Outlook,P3,Email,EU Support,283.14,1440,0
TKT-102587,2024-03-07 14:36:00,2024-03-07 18:20:07,Other,P2,Email,Service Desk,224.12,480,0
TKT-102588,2024-08-28 15:37:00,2024-08-28 23:06:14,Hardware,P4,Portal,Apps,449.24,2880,0
TKT-102589,2025-07-14 17:27:00,2025-07-14 22:58:19,VPN,P3,Email,Service Desk,331.32,1440,0
TKT-102590,2024-07-18 10:28:00,2024-07-18 16:32:01,Password Reset,P4,Portal,Security,364.02,2880,0
TKT-102591,2025-08-24 12:14:00,2025-08-24 22:37:39,Access Request,P3,Portal,EU Support,623.66,1440,0
TKT-102592,2024-09-10 12:14:00,2024-09-10 14:07:37,Password Reset,P3,Phone,Service Desk,113.62,1440,0
TKT-102593,2024-09-15 14:43:00,2024-09-16 03:29:20,VPN,P4,Email,Apps,766.33,2880,0
TKT-102594,2024-05-15 16:51:00,2024-05-15 23:23:31,Other,P4,Chat,EU Support,392.53,2880,0
TKT-102595,2024-05-03 12:44:00,2024-05-03 14:03:09,Password Reset,P2,Portal,Network,79.16,480,0
TKT-102596,2024-10-29 16:47:00,2024-10-29 20:00:42,Password Reset,P4,Chat,Service Desk,193.71,2880,0
TKT-102597,2024-09-04 13:01:00,2024-09-04 16:21:14,Printer,P1,Portal,Service Desk,200.25,240,0
TKT-102598,2024-11-22 09:26:00,2024-11-22 20:14:30,Access Request,P4,Portal,Network,648.5,2880,0
TKT-102599,2025-12-06 12:17:00,2025-12-06 23:41:18,WiFi/Network,P4,Email,Service Desk,684.3,2880,0
TKT-102600,2024-04-26 16:13:00,2024-04-27 09:33:47,Microsoft 365,P4,Email,Service Desk,1040.79,2880,0
TKT-102601,2024-10-02 13:24:00,2024-10-02 18:14:51,Access Request,P4,Chat,Network,290.85,2880,0
TKT-102602,2025-05-30 15:36:00,2025-05-30 17:44:44,Password Reset,P3,Phone,Network,128.74,1440,0
TKT-102603,2024-02-24 13:48:00,2024-02-24 14:57:40,Microsoft 365,P3,Email,Service Desk,69.67,1440,0
TKT-102604,2025-06-18 15:28:00,2025-06-18 21:05:13,Software Install,P3,Portal,Network,337.22,1440,0
TKT-102605,2025-02-14 09:53:00,2025-02-14 14:16:58,Email/Outlook,P4,Email,Security,263.98,2880,0
TKT-102606,2024-12-20 11:15:00,2024-12-20 11:25:00,Printer,P3,Portal,EU Support,10.0,1440,0
TKT-102607,2025-06-02 16:11:00,2025-06-02 17:49:40,Account Lockout,P1,Portal,Service Desk,98.68,240,0
TKT-102608,2024-04-24 10:49:00,2024-04-24 14:52:05,Password Reset,P3,Chat,EU Support,243.09,1440,0
TKT-102609,2024-06-22 14:54:00,2024-06-22 19:41:43,Access Request,P2,Portal,Network,287.73,480,0
TKT-102610,2025-09-11 14:43:00,2025-09-11 19:12:19,Email/Outlook,P2,Chat,Security,269.33,480,0
TKT-102611,2025-09-15 16:51:00,2025-09-15 18:42:52,Account Lockout,P3,Phone,Service Desk,111.87,1440,0
TKT-102612,2025-01-30 10:27:00,2025-01-30 15:28:38,Hardware,P2,Phone,Service Desk,301.65,480,0
TKT-102613,2024-09-14 12:25:00,2024-09-14 23:25:28,Access Request,P3,Portal,EU Support,660.47,1440,0
TKT-102614,2024-05-07 08:49:00,2024-05-07 18:03:35,WiFi/Network,P3,Phone,Service Desk,554.6,1440,0
TKT-102615,2024-03-08 12:10:00,2024-03-08 19:28:35,Access Request,P3,Email,Network,438.59,1440,0
TKT-102616,2025-04-29 17:08:00,2025-04-30 03:55:19,VPN,P3,Email,Service Desk,647.33,1440,0
TKT-102617,2025-02-15 11:32:00,2025-02-15 18:50:03,Password Reset,P4,Portal,Service Desk,438.06,2880,0
TKT-102618,2025-03-12 13:29:00,2025-03-12 22:18:44,Other,P3,Portal,Service Desk,529.74,1440,0
TKT-102619,2024-08-27 14:28:00,2024-08-27 18:53:40,WiFi/Network,P3,Phone,EU Support,265.68,1440,0
TKT-102620,2024-12-02 10:10:00,2024-12-02 21:46:40,Microsoft 365,P4,Email,Apps,696.68,2880,0
TKT-102621,2024-10-31 15:45:00,2024-11-01 01:16:51,WiFi/Network,P3,Phone,Service Desk,571.86,1440,0
TKT-102622,2025-04-19 12:10:00,2025-04-19 12:20:00,WiFi/Network,P4,Portal,Service Desk,10.0,2880,0
TKT-102623,2024-06-19 10:21:00,2024-06-19 19:40:59,Microsoft 365,P3,Email,Service Desk,560.0,1440,0
TKT-102624,2024-04-11 12:18:00,2024-04-11 17:09:22,VPN,P3,Chat,Service Desk,291.37,1440,0
TKT-102625,2025-04-22 12:34:00,2025-04-22 21:06:52,Microsoft 365,P3,Portal,Service Desk,512.87,1440,0
TKT-102626,2025-02-19 14:05:00,2025-02-19 16:34:28,VPN,P3,Phone,Service Desk,149.47,1440,0
TKT-102627,2024-11-05 14:17:00,2024-11-06 02:22:23,Software Install,P4,Portal,Service Desk,725.39,2880,0
TKT-102628,2025-08-23 12:36:00,2025-08-23 15:02:16,Hardware,P1,Portal,Apps,146.28,240,0
TKT-102629,2024-12-01 12:57:00,2024-12-01 15:58:34,Password Reset,P3,Chat,Network,181.57,1440,0
TKT-102630,2024-10-31 08:57:00,2024-11-01 00:32:17,Hardware,P3,Email,Service Desk,935.3,1440,0
TKT-102631,2025-04-21 14:08:00,2025-04-21 18:47:31,Access Request,P2,Email,Apps,279.52,480,0
TKT-102632,2024-02-27 11:08:00,2024-02-28 05:40:01,Access Request,P4,Chat,Service Desk,1112.02,2880,0
TKT-102633,2025-05-25 16:46:00,2025-05-25 23:13:49,Access Request,P3,Chat,Service Desk,387.83,1440,0
TKT-102634,2024-08-15 15:59:00,2024-08-15 19:09:29,Password Reset,P4,Phone,Service Desk,190.5,2880,0
TKT-102635,2025-03-15 12:30:00,2025-03-15 17:42:19,WiFi/Network,P2,Email,Service Desk,312.33,480,0
TKT-102636,2025-06-01 11:48:00,2025-06-01 21:48:04,Microsoft 365,P3,Email,Service Desk,600.07,1440,0
TKT-102637,2024-07-25 16:29:00,2024-07-25 23:03:27,Microsoft 365,P3,Phone,Network,394.45,1440,0
